PassengerId,Survived_pred,Probability
892,0,0.15960934888122427
893,0,0.41376353338882216
894,0,0.13096387267000523
895,0,0.14694376836080741
896,0,0.45893720922125714
897,0,0.1799617688900061
898,1,0.8485769094016201
899,0,0.16913695890875208
900,1,0.7774949177808267
901,0,0.10367860008344483
902,0,0.1465985015476551
903,0,0.15737744156150404
904,1,0.887266342305096
905,0,0.16045434652983107
906,1,0.9098139503680652
907,1,0.8884633315636169
908,0,0.13701654611919464
909,0,0.17160231371061088
910,0,0.41817088241523065
911,1,0.5275408931701202
912,0,0.2705783757385264
913,1,0.5192325545429339
914,1,0.9010548857554173
915,0,0.2868954713365451
916,1,0.5138349427073718
917,0,0.1392578450529145
918,1,0.8939382327517235
919,0,0.16649040021135186
920,0,0.15645460385424728
921,0,0.1572445099511165
922,0,0.15606123362645657
923,0,0.13928459091436865
924,0,0.33883529897639214
925,0,0.3692764570811638
926,0,0.2165854533602857
927,0,0.18308280150717
928,1,0.5155724463008161
929,1,0.5410158072115897
930,0,0.14748015386609623
931,0,0.26137716905930647
932,0,0.11085812895891141
933,0,0.15720074497774356
934,0,0.15785477775259293
935,1,0.8593760662061838
936,1,0.9109057488318849
937,0,0.1453918379215116
938,0,0.1600714946837544
939,0,0.15400720998987757
940,1,0.8112476106768666
941,0,0.5072567254703858
942,0,0.18193180424182867
943,0,0.13441316318134924
944,1,0.739138462258428
945,1,0.8514704797786902
946,0,0.13351310680502868
947,0,0.13021299311710285
948,0,0.1541308739254759
949,0,0.14503796321621001
950,0,0.11797913059636449
951,1,0.8230522855217399
952,0,0.16085441941541073
953,0,0.14697788204771273
954,0,0.15659224423216014
955,1,0.8574735793176845
956,0,0.5082978342185416
957,1,0.8713972631134362
958,1,0.8553919381828923
959,0,0.15764491889447854
960,0,0.1553072523633164
961,0,0.2524083996532037
962,1,0.8572807124007262
963,0,0.14868453751666236
964,1,0.5127212429632553
965,0,0.15743834756260386
966,1,0.850555167737369
967,0,0.16103062845646604
968,0,0.1468023133220347
969,1,0.7992073698013635
970,0,0.14472397225342493
971,1,0.8572807124007262
972,1,0.6435698039997451
973,0,0.5
974,0,0.1569645040758775
975,0,0.1465985015476551
976,0,0.13386392932802962
977,0,0.15098722158493288
978,1,0.8548492655521275
979,1,0.5544478530756295
980,1,0.8531126181586448
981,1,0.8691181029205275
982,0,0.4546575830370158
983,0,0.14643954368071777
984,1,0.9184997275913437
985,0,0.1468023133220347
986,0,0.16426005249798908
987,0,0.1452251845241003
988,1,0.7005337953214551
989,0,0.14749945835282294
990,1,0.5429464969908445
991,0,0.15211190078579398
992,1,0.8953758044879327
993,0,0.14077306540077528
994,0,0.15400720998987757
995,0,0.14533987251684197
996,1,0.8110253911158608
997,0,0.17057059533815103
998,0,0.15557389025384613
999,0,0.15400720998987757
1000,0,0.14768951726498622
1001,0,0.16169787386354276
1002,0,0.13437423960631148
1003,1,0.8531502694436004
1004,1,0.8516149212875938
1005,1,0.8551778105090734
1006,1,0.8028768909147687
1007,0,0.20674870337501558
1008,0,0.15532511654501352
1009,1,0.8326113010877991
1010,0,0.16272606240949605
1011,1,0.8532408612982151
1012,1,0.8504962381906607
1013,0,0.15474465658817071
1014,1,0.8970101671036707
1015,0,0.14575592076288638
1016,0,0.15400720998987757
1017,1,0.7347435988210713
1018,0,0.1470354629695279
1019,1,0.7723576108532341
1020,0,0.15636961870688754
1021,0,0.14574880664563664
1022,0,0.15093965647353833
1023,0,0.15821868858985524
1024,0,0.29201729319575565
1025,0,0.1462822486929901
1026,0,0.15784919243141204
1027,0,0.14549687374182052
1028,0,0.15781668023919132
1029,0,0.14370830880923122
1030,1,0.5306266563204096
1031,0,0.20475286662276293
1032,0,0.21065545189188575
1033,1,0.8773065000496507
1034,0,0.2543417611987635
1035,0,0.1546721869578176
1036,0,0.15688000500856494
1037,0,0.11704889241740075
1038,0,0.15724939882449201
1039,0,0.1473600494241516
1040,0,0.15720074497774356
1041,0,0.13278129206366476
1042,1,0.8833295395355996
1043,0,0.1565073736585254
1044,0,0.1551684456924267
1045,0,0.5
1046,0,0.09881517721875917
1047,0,0.1451086552414271
1048,1,0.8485559139384983
1049,1,0.5299177204029243
1050,0,0.15688000500856494
1051,1,0.6146165676755817
1052,1,0.8530910730866254
1053,1,0.6067942090629758
1054,1,0.8564024820338777
1055,0,0.14543449928162092
1056,0,0.15590184956793604
