PassengerId,Survived_pred,Probability
892,0,0.08529116906087722
893,0,0.4158281741878402
894,0,0.08772184161837641
895,0,0.10206560293575714
896,1,0.514710387234204
897,0,0.12916146073531837
898,1,0.6367522195926067
899,0,0.18904932887674245
900,1,0.7124849507204063
901,0,0.07163739013845158
902,0,0.08985348659325315
903,0,0.16973633069054817
904,1,0.9520459820372961
905,0,0.14605231872210658
906,1,0.9691851346797232
907,1,0.9127174738409184
908,0,0.0797400683579296
909,0,0.206432540863792
910,0,0.41180963158854184
911,1,0.5520894091317008
912,1,0.5273077787809985
913,0,0.48476899324695266
914,1,0.9468368585682169
915,0,0.4080635728945954
916,1,0.9431530712859264
917,0,0.11256413585430555
918,1,0.9831691955117442
919,0,0.19576287569637568
920,0,0.40023739310231454
921,0,0.16814568326361
922,0,0.12921928027548593
923,0,0.16248812580723068
924,0,0.4953994018406203
925,0,0.38061715825591713
926,1,0.5595085747706697
927,0,0.23925012118574374
928,0,0.3825205884556193
929,0,0.403238873494516
930,0,0.10640782751164657
931,1,0.5407592088847112
932,0,0.28274136435042646
933,0,0.3379608651700214
934,0,0.09914174534827741
935,1,0.8797184081223145
936,1,0.9662672775368661
937,0,0.10728857663989996
938,0,0.3984039005408871
939,0,0.06781595457984795
940,1,0.9385349646149816
941,1,0.574028047408659
942,0,0.3730883074702207
943,0,0.16771463459445243
944,1,0.8075533137538327
945,1,0.7942023605225724
946,0,0.16496515233287096
947,0,0.05970436919823254
948,0,0.0950411921615887
949,0,0.09343827350086126
950,0,0.10237412909222728
951,1,0.9870826895415143
952,0,0.09800782499258964
953,0,0.1292328909666393
954,0,0.10383442173814085
955,1,0.7185556906274434
956,0,0.4307229337577233
957,1,0.882021019771067
958,1,0.6853004817087716
959,0,0.3178307851426098
960,0,0.33028996963522284
961,1,0.6545679715857701
962,1,0.7423686926676472
963,0,0.09103449106526164
964,0,0.38952675600406317
965,0,0.3234914684554009
966,1,0.9870826895415143
967,0,0.30868409365908994
968,0,0.09517976380245735
969,1,0.8277101332104283
970,0,0.1169262373527644
971,1,0.7423686926676472
972,1,0.650004874420297
973,0,0.2365503224640868
974,0,0.17819589305300654
975,0,0.08985348659325315
976,0,0.06676091621349091
977,0,0.1937302120488605
978,1,0.7772356688965378
979,0,0.43251958516411954
980,1,0.7750039274993215
981,1,0.7720932355634038
982,1,0.5072363781730647
983,0,0.09564912018123013
984,1,0.8679883333716046
985,0,0.09517976380245735
986,0,0.3201631958401876
987,0,0.10554610301967467
988,1,0.948994425078473
989,0,0.12110353040365326
990,0,0.4610081777017765
991,0,0.10253959304788529
992,1,0.9936936764124569
993,0,0.12574775475335737
994,0,0.06781595457984795
995,0,0.09728503671564653
996,1,0.6425789379264455
997,0,0.10671013088427829
998,0,0.07773101273749472
999,0,0.06781595457984795
1000,0,0.09532407619634531
1001,0,0.114970797898578
1002,0,0.14614615462458416
1003,1,0.7750885929556975
1004,1,0.877823613765155
1005,1,0.6092546484683397
1006,1,0.929008152410734
1007,0,0.2810379288047733
1008,0,0.12389254197796191
1009,1,0.6394346507188753
1010,0,0.40876160506464254
1011,1,0.8981835367647598
1012,1,0.8780006526370586
1013,0,0.07421117647866665
1014,1,0.9940508192695998
1015,0,0.08706129191120134
1016,0,0.06781595457984795
1017,1,0.6016663805564861
1018,0,0.10318538781113336
1019,1,0.7906852534420777
1020,0,0.13083989900067017
1021,0,0.09543112079505246
1022,0,0.11420929417930584
1023,0,0.2929684612851254
1024,0,0.18037408638959132
1025,0,0.14930464547363034
1026,0,0.10223217026561032
1027,0,0.09415829701693237
1028,0,0.15478818770975994
1029,0,0.11186673157480265
1030,0,0.4106402138769052
1031,0,0.13739621660954288
1032,0,0.2375792242663766
1033,1,0.9456934171287855
1034,0,0.33888031171308874
1035,0,0.11283184151726056
1036,0,0.3573730651128393
1037,0,0.08735727617466668
1038,0,0.3408714418445033
1039,0,0.09438474929215922
1040,0,0.3379608651700214
1041,0,0.14157490195707415
1042,1,0.9831691955117442
1043,0,0.13524600387474867
1044,0,0.10090726770353131
1045,1,0.5443321758560046
1046,0,0.09409452478200471
1047,0,0.09108359592875978
